Id,closnesscentrality,betweenesscentrality,eigencentrality,Degree
20312,0.185368,226411.776836,0.010969,11
30120,0.186155,58976.291928,0.015022,9
33623,0.15433,2727.189553,0.00135,2
16,0.180911,47835.444824,0.010409,9
30206,0.170467,13105.596827,0.004871,4
9445,0.181303,17369.499027,0.007883,5
10639,0.185683,41545.306889,0.010992,7
38611,0.204367,112230.650758,0.03722,13
2688,0.167218,10200.979736,0.003339,3
43782,0.174801,10601.134042,0.00575,5
8363,0.202009,62613.704446,0.023857,10
8426,0.192233,35969.878824,0.01652,10
43801,0.175799,28473.787205,0.009019,9
17,0.214964,755817.108241,0.071099,26
17420,0.203459,151112.57982,0.04368,18
23883,0.204743,279760.788633,0.03986,18
43305,0.206609,179223.261294,0.068044,18
21673,0.234921,2445360.846148,0.157289,44
24890,0.201822,199145.91418,0.057818,23
15382,0.20305,142472.797375,0.033474,13
37452,0.213923,211181.506382,0.052196,14
27153,0.204462,106396.444156,0.030819,9
36769,0.21884,488034.18654,0.07285,19
2180,0.209855,307158.536162,0.043492,14
5386,0.1939,146144.495081,0.0283,15
15975,0.213164,632116.202874,0.079527,29
7325,0.197548,40826.4057,0.018226,7
3715,0.18064,8708.714389,0.006595,3
10530,0.217383,281495.931669,0.083552,18
7865,0.192502,126431.753475,0.021119,9
21647,0.203561,214672.490035,0.047663,18
19057,0.184839,147621.241734,0.018786,11
33262,0.208372,207928.936607,0.039148,11
43974,0.202135,78137.724476,0.052292,14
24224,0.214929,495589.873443,0.092231,29
18823,0.195311,250893.338995,0.030628,18
25268,0.187829,20272.241582,0.012407,5
30913,0.176931,0,0.004176,1
27686,0.205391,195622.647168,0.026615,12
46446,0.195837,58597.533067,0.016854,7
18,0.188678,5090.819918,0.012519,4
36927,0.199956,17831.093872,0.03603,8
32311,0.213877,154899.743825,0.071245,20
39870,0.194968,33402.527138,0.029497,10
15219,0.220322,430585.360989,0.09269,24
19,0.180578,78664.957538,0.011098,7
21147,0.204708,254281.007683,0.045122,17
17386,0.172991,21947.557965,0.009379,7
7352,0.195148,336657.203869,0.029491,18
42265,0.200316,136540.267318,0.048588,17
2523,0.152958,0,0.001076,1
13058,0.175805,12207.851375,0.007231,4
38287,0.168764,37751.335619,0.007034,8
22,0.219922,701508.519069,0.082705,23
46286,0.232254,896671.542546,0.138567,35
2254,0.221301,556670.107136,0.105248,27
26185,0.21192,553539.568656,0.060473,24
24844,0.222152,628211.420642,0.099362,28
23880,0.216952,244612.205562,0.094398,20
5521,0.222893,717972.79781,0.08739,27
14539,0.229026,1166993.239831,0.213146,53
2618,0.200235,61700.868934,0.022608,8
16492,0.187406,39121.21846,0.010845,5
26920,0.199739,102608.682237,0.031082,13
20152,0.213606,257730.70994,0.072018,20
10721,0.214092,446565.687908,0.067881,25
26899,0.203786,148056.479612,0.043578,17
44726,0.194592,107044.144172,0.022327,13
118,0.221271,702288.926394,0.102978,29
23767,0.198946,74608.909247,0.044478,15
47108,0.180276,0,0.004501,1
2288,0.210483,290382.793804,0.058731,22
40057,0.204113,303039.78688,0.037644,17
27693,0.183558,23156.616391,0.007545,4
34214,0.20235,68766.750994,0.026294,9
17804,0.203854,214378.171598,0.04432,17
26328,0.217089,271134.029014,0.075746,20
23,0.169876,135.809274,0.005227,3
34683,0.195307,81914.603086,0.028946,11
19485,0.190127,18082.416905,0.013986,4
37361,0.193099,72714.570143,0.033801,15
24,0.226193,370929.218152,0.092501,21
25796,0.217451,261311.801922,0.078161,16
11186,0.23756,1240669.478815,0.194456,42
16509,0.212451,133209.985969,0.046335,14
34882,0.201168,64380.268928,0.023343,9
13850,0.223315,239136.472081,0.078158,14
46827,0.222765,412276.783508,0.099247,26
7447,0.204869,91422.230163,0.029334,13
37642,0.222363,640523.893512,0.089246,28
655,0.213777,376053.492881,0.052817,18
17594,0.224179,379341.800794,0.102362,24
78,0.221486,412780.549096,0.067256,17
25631,0.199542,108797.214047,0.02399,12
37508,0.224936,509117.600155,0.087094,24
19081,0.250083,4917546.61428,0.338288,79
24750,0.224777,310779.682171,0.126783,18
26470,0.227994,222886.530065,0.112648,15
31071,0.20382,32270.747588,0.030579,9
19975,0.223801,495141.638397,0.088332,20
17622,0.198953,26071.300696,0.020292,6
20136,0.213286,141983.226766,0.054283,13
36336,0.217857,260321.987632,0.064857,16
34401,0.162982,9088.553498,0.002483,2
1564,0.19286,126446.288513,0.025035,11
38525,0.161584,34923.676071,0.004171,6
25,0.228667,848468.386853,0.124158,36
15170,0.20169,56192.60739,0.022009,7
38806,0.196807,10777.655363,0.023642,6
13380,0.238339,1140118.095882,0.19674,38
1060,0.202068,51354.670989,0.037271,12
39877,0.214421,198286.121235,0.056446,16
3914,0.212635,165197.642916,0.05832,15
22790,0.199667,61559.443251,0.030465,10
25145,0.22184,396614.229656,0.066424,16
8041,0.211068,76793.453695,0.045007,11
17328,0.223525,231709.195519,0.083399,15
8543,0.201788,154490.435891,0.027866,12
26533,0.232934,1324487.281299,0.123141,29
19539,0.203622,125315.017608,0.041451,16
1226,0.193776,25230.397107,0.018124,6
18202,0.21051,216018.447051,0.060723,18
42713,0.204538,53633.752211,0.036721,11
45631,0.214279,166586.150945,0.049276,13
29536,0.215493,178246.885331,0.076123,18
10626,0.218258,320351.270513,0.052704,13
2163,0.215218,91673.302824,0.062025,13
1651,0.206986,210648.310584,0.030311,12
12007,0.228048,450551.207933,0.106277,19
13006,0.217208,573264.302489,0.139555,41
23592,0.224937,269397.814853,0.096589,17
5241,0.222749,210417.691951,0.08127,14
26832,0.217229,191295.438116,0.071546,17
16163,0.214335,239271.713766,0.062946,19
39107,0.199849,88140.519009,0.025966,7
11837,0.204544,348014.115715,0.045532,19
11829,0.215955,114036.777074,0.057999,12
29245,0.231961,331988.373454,0.132852,16
30582,0.208057,187063.32559,0.059014,18
42622,0.2177,334162.311399,0.062788,19
4251,0.213207,182419.238697,0.064961,16
23199,0.206089,26431.848557,0.025854,6
26,0.195825,116008.972668,0.020367,12
21841,0.211989,142433.909102,0.040829,14
24841,0.189173,19811.777647,0.012632,6
32885,0.192546,53026.633874,0.027344,10
11728,0.183577,2610.831706,0.009068,5
34780,0.214437,619903.287873,0.080877,28
36106,0.210391,319765.211189,0.052368,19
42102,0.196599,70644.795492,0.016938,8
39505,0.169111,3480.124508,0.00285,2
9623,0.172658,1689.696793,0.002987,2
16781,0.187224,22217.503379,0.007992,4
661,0.186139,12850.399835,0.010163,6
16304,0.20012,43163.210728,0.032255,9
30879,0.190907,59104.241666,0.033042,16
15800,0.194013,66829.58824,0.021216,10
27851,0.195512,129865.721609,0.045645,20
29910,0.215816,443587.704249,0.080405,24
41516,0.194316,29185.071949,0.03535,12
44622,0.18965,39186.635946,0.019514,9
8645,0.197362,129184.213498,0.032534,15
32603,0.180267,59134.683608,0.016891,12
40458,0.200557,99364.634064,0.054536,19
41052,0.184967,52643.84504,0.018298,9
1811,0.212027,462276.372546,0.056878,21
26175,0.172091,4459.615457,0.008943,5
29524,0.175268,4787.476147,0.00984,5
15140,0.185577,19364.790453,0.027695,11
43174,0.184676,23497.900633,0.02248,10
37654,0.193177,16567.776344,0.036525,12
45013,0.182647,16039.613527,0.014465,7
28,0.181521,17482.894562,0.009591,6
1375,0.183032,47868.36532,0.009231,6
41885,0.202167,29254.482966,0.032422,8
21786,0.198786,112691.937565,0.022421,10
32586,0.19765,70959.172245,0.033652,11
7798,0.18682,12638.798684,0.025707,9
719,0.179587,43572.059377,0.012855,11
29,0.177846,17180.970461,0.008258,5
13220,0.191951,142343.122715,0.020907,13
5319,0.192467,63327.441959,0.022973,10
4904,0.18333,45260.685217,0.01304,9
9910,0.200482,96280.869553,0.04092,15
22010,0.186741,111650.851835,0.01222,8
31,0.16482,4643.892661,0.001727,2
35610,0.196577,135386.587144,0.015603,7
16783,0.161147,2363.795061,0.001675,2
32,0.152523,0,0.001184,1
2279,0.179972,151163.184691,0.011728,10
33,0.178419,8398.535377,0.008506,6
31603,0.1855,14838.74373,0.012134,5
28868,0.198134,115769.477768,0.023557,12
23543,0.1875,62646.048325,0.020691,10
8756,0.201019,115116.118734,0.023859,8
24153,0.192546,35892.055286,0.018659,9
40590,0.18838,11702.444573,0.012128,7
34,0.203607,72896.518836,0.024395,7
4892,0.193715,32108.143695,0.017018,7
29028,0.179867,37832.79394,0.008103,7
12953,0.189318,40183.621493,0.016303,8
11242,0.236844,1256518.774236,0.157892,33
46326,0.207462,227490.233753,0.02684,8
2860,0.20978,112189.926176,0.04486,13
44270,0.226855,665378.020777,0.189301,38
35,0.18085,33640.226326,0.013194,10
34846,0.183961,24752.171786,0.009242,5
32846,0.193763,75718.842183,0.027337,11
31477,0.185397,23725.405169,0.01912,8
14821,0.203162,168747.909893,0.030763,13
17701,0.167128,1064.57254,0.005983,4
36507,0.174933,20397.751663,0.008045,5
34901,0.17477,38416.370481,0.012177,11
12299,0.18772,8895.322121,0.01428,5
40868,0.187561,33501.511485,0.024603,10
331,0.189049,69087.443756,0.014383,7
36,0.194646,182375.991306,0.018532,11
6226,0.207418,122674.947197,0.04366,9
29511,0.17442,2222.689422,0.00315,2
36733,0.205296,282032.957606,0.073118,19
5614,0.200292,753331.738228,0.040912,23
5083,0.202485,90247.48083,0.03599,12
26709,0.18677,52105.841099,0.007925,5
20688,0.16405,5362.379167,0.002031,2
35455,0.202422,297832.78071,0.021289,13
24602,0.199028,106231.17272,0.025224,11
37181,0.173473,8800.579641,0.003827,3
44936,0.191739,22824.58687,0.011441,4
37,0.174314,50096.887638,0.009868,6
37348,0.189957,37206.913767,0.025387,13
23785,0.196364,103610.727666,0.034076,15
44150,0.180368,37625.609641,0.012591,8
6699,0.148439,0,0.000995,1
11658,0.197592,83234.7216,0.034903,15
3669,0.187215,175676.440262,0.020521,14
201,0.17827,37985.595081,0.010422,8
5382,0.192619,141061.944866,0.018429,12
2044,0.19909,81028.676624,0.041029,13
14123,0.161544,13912.522219,0.004199,5
6060,0.171694,10861.788818,0.006534,5
38661,0.178505,19132.127316,0.007839,5
33914,0.19619,140898.968898,0.03389,16
36863,0.179131,6617.726466,0.007036,4
24187,0.180899,29273.229594,0.008244,5
39,0.200061,135845.954253,0.031306,15
24166,0.188177,84352.68829,0.017549,11
14348,0.176547,56438.0561,0.008317,5
20651,0.193681,42920.388831,0.017655,7
11501,0.215368,379050.796601,0.065714,23
37331,0.198736,71423.634295,0.039426,12
3549,0.201629,231082.79369,0.028051,16
3067,0.194809,96491.221088,0.036667,15
6017,0.195609,43228.144744,0.020365,8
41953,0.216056,293100.517802,0.061581,19
27178,0.194437,162476.308099,0.03051,16
10514,0.208216,77641.897698,0.03136,7
13039,0.208697,131121.72003,0.036304,12
38462,0.20149,135341.615026,0.036916,14
43210,0.184506,39742.448555,0.014129,8
46900,0.200144,215164.553729,0.028818,15
41,0.210115,316251.335424,0.044781,17
37108,0.224515,646912.708743,0.145102,21
7151,0.189323,40712.561167,0.010758,4
11685,0.207866,404977.363014,0.053792,18
36084,0.207016,80116.636315,0.032773,8
7885,0.191359,15309.167765,0.012591,5
25295,0.177404,2026.614681,0.004007,2
5654,0.20675,125205.772068,0.04527,12
24747,0.203163,160060.658472,0.027074,12
9228,0.218603,723920.113801,0.060826,24
38729,0.179086,9271.967319,0.004698,3
32015,0.186574,8041.052839,0.00871,3
39264,0.195272,100511.17625,0.021574,11
13214,0.183188,37664.659323,0.008287,5
35231,0.197873,155648.482632,0.017897,9
1504,0.221926,426863.026911,0.211608,27
1751,0.212055,258766.058182,0.061138,14
41779,0.220476,490345.232205,0.110995,35
42,0.193267,89232.008221,0.017483,9
29115,0.193737,27058.564354,0.01961,8
11597,0.175637,30389.814281,0.005735,5
301,0.17535,3842.276981,0.005714,2
2686,0.185442,95752.395045,0.014193,9
9570,0.203029,245341.682285,0.046042,20
20989,0.207712,229280.122342,0.053235,21
20248,0.22377,360651.799239,0.08294,14
2853,0.178699,60023.731184,0.012169,9
5345,0.199438,256035.647098,0.024504,13
43,0.201577,57616.973049,0.045962,11
31834,0.198639,133163.41438,0.036938,16
22595,0.197036,55378.901698,0.030098,13
7874,0.183901,5765.976277,0.014232,7
11438,0.192889,12333.544571,0.025996,10
39695,0.1829,28630.765012,0.01174,7
22508,0.198909,62607.804472,0.039018,14
40003,0.21704,563613.912079,0.103819,32
26191,0.214373,232616.337547,0.106774,23
24622,0.195083,13019.760727,0.027565,10
1899,0.212148,362814.325133,0.075374,30
15120,0.237187,1188534.149285,0.495933,44
44,0.209083,200335.519636,0.043646,16
37084,0.212262,94727.82678,0.078544,12
16253,0.200403,127170.264458,0.033163,15
8928,0.178325,22642.280484,0.005002,3
45304,0.207448,149855.822926,0.039438,15
20520,0.200407,20818.131687,0.029992,9
18455,0.176908,4288.96388,0.005392,3
34866,0.221975,341518.189291,0.107842,21
7028,0.187531,2793.936874,0.008825,3
2071,0.214314,320936.231817,0.080852,23
25852,0.192537,34257.117348,0.014906,6
13302,0.193947,57121.383559,0.021271,11
31186,0.216203,457933.778705,0.108726,27
23292,0.222948,225360.911448,0.078696,12
24700,0.194184,73958.279242,0.019775,11
45,0.216805,250034.395928,0.055304,15
22809,0.20574,93351.341715,0.026921,11
39053,0.22649,660108.978361,0.118233,26
24067,0.213635,154238.20834,0.050887,16
7466,0.183593,6160.977724,0.007066,3
25429,0.212893,193512.0941,0.053847,18
13258,0.210996,94795.987184,0.032384,10
36755,0.187717,25819.261881,0.010703,6
5247,0.236789,1781898.883323,0.224832,52
41583,0.242478,2100401.510179,0.235172,49
2493,0.193503,41930.034794,0.019937,7
2747,0.178176,0,0.003054,1
18935,0.214321,258237.802473,0.046901,15
1538,0.222173,393347.202278,0.091124,21
47217,0.223713,832082.275026,0.082833,29
13165,0.209705,111046.586342,0.032305,8
46,0.170694,10972.013743,0.00369,3
5600,0.194186,238220.658291,0.017323,12
5517,0.180927,71980.983913,0.006735,6
35849,0.183401,37259.016315,0.015669,8
47,0.209693,189108.559647,0.040155,14
6976,0.207809,98478.215582,0.034386,12
30636,0.216122,228506.987331,0.06773,19
19492,0.218065,440603.698399,0.080967,24
18401,0.221178,765089.623882,0.065403,25
45505,0.200583,131813.854083,0.034814,12
43537,0.205163,154692.304579,0.027497,10
18700,0.217709,283961.999548,0.088699,23
41241,0.179925,2668.848572,0.004423,2
27852,0.208191,142646.426265,0.039667,15
5020,0.215439,126434.095181,0.063996,17
31701,0.201591,139456.709715,0.036046,18
21888,0.220887,224212.27168,0.093784,19
38803,0.198754,200741.625877,0.024021,14
19100,0.202477,212324.779549,0.021978,13
48,0.195535,15496.865637,0.020406,5
14343,0.208529,216360.417509,0.067747,22
4609,0.209194,143055.774298,0.051054,17
16594,0.197945,78873.762636,0.024567,13
13914,0.211741,286062.247225,0.059906,15
1948,0.229231,1181644.6071,0.176614,40
49,0.149556,49578.289612,0.002124,4
11476,0.130099,0,0.000584,1
43189,0.154069,10380.877997,0.001519,2
44701,0.171118,64338.559805,0.003933,4
36688,0.161119,25079.335114,0.002762,2
50,0.204874,72096.309677,0.025661,8
12434,0.225443,267355.71989,0.08518,14
46428,0.212932,181502.87767,0.040967,13
22970,0.196149,105785.651906,0.037276,18
27269,0.22938,845799.775099,0.133751,26
29209,0.19117,95950.650772,0.016528,10
12270,0.205289,80920.472209,0.039651,11
10751,0.206721,171155.8906,0.047357,18
41357,0.218418,445811.56362,0.062038,16
52,0.196894,205020.754002,0.028451,16
45086,0.185593,8326.578387,0.00918,5
41461,0.200834,46274.658033,0.023638,7
17312,0.209661,314070.360734,0.044352,17
33173,0.17088,24990.77674,0.006104,5
43103,0.194938,145057.049651,0.020791,12
19523,0.22471,484100.362908,0.121058,25
46138,0.164504,0,0.002068,1
13784,0.187576,26518.489109,0.011356,6
11564,0.194325,20076.512745,0.021719,8
29723,0.170577,30473.395085,0.006828,6
5390,0.171488,0,0.003599,2
16879,0.190258,76968.48446,0.018871,12
13924,0.198591,112145.236523,0.033155,16
35660,0.209173,133690.687484,0.037726,10
3879,0.175786,4973.560396,0.005593,3
35554,0.218003,273655.193298,0.070004,18
53,0.192241,39449.828327,0.030222,11
25737,0.199958,80749.406058,0.041898,13
8914,0.202386,86637.152614,0.065051,16
7883,0.206459,266349.115027,0.07192,23
31850,0.193539,39481.137831,0.026792,9
35280,0.217976,1105724.794059,0.113083,42
15488,0.201898,129201.263958,0.045809,14
37377,0.190035,33657.978335,0.024743,9
17196,0.198179,70234.196455,0.024615,9
27740,0.20107,83016.028944,0.054506,17
2691,0.194621,113453.625852,0.026464,15
24231,0.175299,342.06747,0.006574,3
54,0.196951,13672.276061,0.027574,6
44737,0.200329,90720.804546,0.039582,12
4411,0.230709,2356103.108376,0.212494,63
11814,0.208641,365205.004344,0.071888,24
13366,0.186651,8296.877989,0.016112,7
37667,0.22313,966307.385012,0.122279,36
19620,0.200476,118229.343662,0.034561,15
55,0.194551,161292.634422,0.014904,9
44323,0.196557,238476.336955,0.020678,12
40773,0.177748,19447.909235,0.006782,6
39917,0.192415,19161.651007,0.008632,4
11549,0.208952,202375.72683,0.035531,13
28220,0.192252,89895.90592,0.016588,8
44653,0.210519,1222896.516709,0.059283,30
36211,0.171445,22108.864472,0.003522,3
28809,0.210848,691884.188851,0.040301,23
26790,0.165677,3238.889222,0.002216,2
56,0.185698,36785.074636,0.01289,5
11379,0.180288,22578.977498,0.006244,4
12825,0.183525,31313.573176,0.007761,5
42312,0.198368,112673.944648,0.03089,17
33772,0.210949,655790.278035,0.143589,35
45768,0.199641,170928.581764,0.026403,12
57,0.197025,62793.532624,0.02427,10
861,0.19948,69741.328415,0.035256,14
26394,0.193012,69052.05767,0.0205,12
23176,0.206782,150638.209021,0.044737,14
30346,0.181789,8472.061516,0.011861,6
31627,0.209872,91597.185608,0.044523,13
41630,0.221428,709615.112439,0.151015,40
26505,0.201695,31972.583703,0.031538,9
35179,0.204882,82690.01465,0.036251,11
42582,0.18853,32450.228074,0.011572,6
40841,0.190782,18620.663681,0.014911,6
58,0.202556,175777.287835,0.04011,15
36779,0.198533,21938.772162,0.036262,11
1281,0.214579,515670.693975,0.072651,27
413,0.17948,4269.728907,0.010415,6
38492,0.185131,107406.775564,0.01676,11
9260,0.205511,60061.313551,0.044697,12
20305,0.227788,573029.63796,0.116988,25
25876,0.171961,6379.732341,0.005541,4
42780,0.185858,11377.758873,0.021374,10
5235,0.191784,14151.875772,0.01291,5
45747,0.201489,38446.455712,0.032539,10
43536,0.17992,51459.794175,0.009488,8
1381,0.231916,957256.646066,0.179966,34
33345,0.175248,8056.540344,0.006085,4
17151,0.194051,11180.754922,0.015894,4
15713,0.210979,240452.897823,0.056408,17
36604,0.207315,123294.94751,0.060831,16
4537,0.230095,838872.573454,0.109075,27
26039,0.195335,58028.124706,0.076078,16
60,0.207054,171948.11434,0.041896,15
7627,0.185295,6074.412797,0.014285,8
11872,0.19057,11318.660397,0.017498,9
31355,0.19831,89581.218599,0.032275,15
17992,0.180051,4106.12086,0.007851,4
7154,0.205922,87184.220538,0.066947,20
44410,0.197432,52865.9343,0.026662,12
4888,0.223291,738424.698896,0.103859,33
9195,0.20452,162440.99669,0.029573,13
10291,0.24055,2175829.261934,0.261551,55
11826,0.19007,34327.608917,0.018398,9
5904,0.184453,4910.057164,0.010199,5
424,0.207228,140699.055827,0.038924,14
11908,0.208063,188208.186354,0.046739,17
