Id,closnesscentrality,betweenesscentrality,Degree,eigencentrality,shellIndex
3780,0.458062,11657.498435,99,0.148144,40
1939,0.416328,20275.616061,160,0.096127,37
5188,0.414168,3081.401236,80,0.068905,35
1440,0.452366,39948.988752,302,0.216145,40
6121,0.420931,11138.573455,102,0.07299,37
421,0.423736,26660.283869,189,0.108194,37
4840,0.379111,1470.899375,25,0.019416,17
2897,0.380786,919.957722,21,0.024256,19
3904,0.424368,21245.230925,133,0.083557,40
2061,0.402459,44.448549,16,0.038428,16
219,0.424478,19070.443885,117,0.085544,39
4960,0.417416,18811.699286,188,0.117019,40
6126,0.434506,5690.181535,70,0.101543,39
5266,0.388237,8711.186544,88,0.039437,32
1548,0.421989,12551.084717,175,0.114047,39
5679,0.458094,55052.924978,197,0.148061,40
1147,0.401619,9101.337852,58,0.046968,32
3714,0.387158,637.542522,25,0.031269,23
5310,0.524511,655523.627104,1153,0.682475,40
5708,0.415403,7567.506417,90,0.061373,35
4004,0.456657,17397.161732,127,0.15039,40
1150,0.450127,6559.816029,61,0.094679,38
4565,0.457135,65743.935935,273,0.17193,40
4211,0.45583,46527.764846,239,0.163246,40
5096,0.395077,87.529907,9,0.022031,9
4296,0.44523,13303.675002,120,0.111097,40
3861,0.43964,6880.373642,63,0.084507,37
165,0.363092,201.32748,14,0.014969,13
4110,0.426663,9281.173676,76,0.077406,35
1261,0.425002,52997.550468,344,0.182724,40
2496,0.372914,1284.844048,59,0.040799,37
3390,0.44121,9515.395058,103,0.110194,40
5320,0.409429,594.45429,31,0.053717,27
539,0.458897,62795.659632,392,0.258796,40
940,0.416672,19342.50659,105,0.070562,36
4998,0.351967,368.251699,28,0.016384,23
1121,0.433959,7068.435973,43,0.067642,26
3172,0.408663,100.096694,13,0.033894,13
516,0.432611,6842.980728,62,0.073128,34
4117,0.433528,7812.64853,58,0.066092,33
730,0.433413,1343.625027,48,0.073639,36
2614,0.431414,27747.816426,233,0.162526,40
931,0.438521,3994.821454,76,0.101502,38
1314,0.432183,6642.435546,97,0.08957,38
5121,0.416248,8685.117276,39,0.046304,26
2259,0.448033,5358.641735,65,0.123183,40
4586,0.432268,45648.016541,252,0.134823,38
3746,0.40686,2166.598131,30,0.041846,25
3931,0.419797,25262.036489,211,0.122621,40
6474,0.451399,14436.508873,83,0.134108,40
6164,0.433757,10829.027818,71,0.071916,36
5095,0.437291,67175.934779,341,0.177673,40
1183,0.458961,18067.406605,179,0.178867,40
1990,0.435343,8604.468366,96,0.097832,40
4692,0.389345,1356.847706,54,0.040202,33
4354,0.434939,13727.461948,120,0.092434,40
761,0.397354,2742.120127,97,0.073218,38
6291,0.398636,338.295983,25,0.038712,24
959,0.443511,10646.434192,166,0.157732,40
5535,0.393628,1741.4131,34,0.029755,26
5014,0.43814,2988.40816,82,0.105702,40
4227,0.386427,356.186105,15,0.028094,14
4895,0.419663,2316.522143,33,0.044263,27
5440,0.444294,28416.80586,124,0.116635,40
3351,0.432897,4061.512511,69,0.074172,38
6405,0.431215,791.883103,34,0.069129,28
2319,0.440676,7718.528824,76,0.098176,38
3164,0.388605,630.533384,19,0.023288,18
874,0.431613,3556.352418,79,0.102665,40
4334,0.443241,6833.933959,55,0.08275,32
571,0.358893,1037.27102,52,0.030763,32
2323,0.40686,1810.051393,54,0.050941,32
4236,0.459993,19432.216893,134,0.168107,40
5254,0.436854,6759.786176,80,0.098827,40
5660,0.383462,228.525151,18,0.022453,17
2853,0.421554,2559.641184,59,0.073147,37
4048,0.426997,15889.358202,101,0.081741,38
2847,0.431641,2692.938321,64,0.096811,40
2956,0.438492,23386.015174,236,0.149144,40
4529,0.405926,2647.565663,45,0.046199,31
554,0.435778,10335.262015,126,0.117153,40
580,0.405123,2442.486495,34,0.038003,26
6326,0.40071,301.734498,24,0.037097,23
2965,0.417682,1521.862103,26,0.049463,24
4827,0.456307,14456.778022,112,0.142226,40
6354,0.426052,12140.694552,111,0.095455,37
1449,0.420336,1481.998687,41,0.054606,33
1227,0.416513,4470.085828,53,0.052886,35
5034,0.4789,177497.808044,442,0.250553,40
4292,0.383619,2143.545638,64,0.041964,35
2972,0.47841,158319.53108,335,0.250601,40
3634,0.425112,10613.403777,91,0.06636,33
194,0.409532,1361.898766,33,0.043156,27
4622,0.385857,2610.957597,36,0.025565,24
132,0.441389,26716.776341,112,0.081118,36
2292,0.407239,4933.39873,73,0.048856,32
1974,0.379836,5909.084101,60,0.027458,29
3298,0.463116,38196.152124,176,0.15218,40
5652,0.398733,25936.585003,204,0.084856,36
1170,0.449139,14521.342339,85,0.093954,37
5914,0.413019,15363.536913,122,0.07568,37
6219,0.346602,2377.939633,26,0.012758,19
2043,0.495498,383430.866776,805,0.420216,40
5804,0.443782,72629.807995,297,0.160265,40
6433,0.416169,5385.935004,103,0.078973,37
5037,0.450747,20302.346584,125,0.124612,39
1633,0.373872,603.394037,25,0.01672,20
4127,0.405524,1518.516588,44,0.039362,31
3963,0.343727,2313.804286,24,0.010879,19
2438,0.36986,9861.368296,81,0.032798,30
1993,0.414404,2236.016317,24,0.040631,20
1687,0.464793,44545.515915,186,0.159118,40
1679,0.39151,7737.383379,67,0.038098,32
3637,0.436562,18175.553225,75,0.085052,37
312,0.388767,1517.723108,24,0.024378,19
12,0.361908,832.901018,16,0.010321,13
1208,0.385903,2773.923242,29,0.021245,19
2594,0.433872,5416.569698,40,0.080429,29
3771,0.431784,1679.230849,31,0.064445,29
440,0.315825,59.060387,4,0.001474,4
2940,0.398297,2946.420713,34,0.032557,25
2372,0.396512,1475.679795,41,0.038872,32
3367,0.366137,70.93301,7,0.010062,7
2075,0.392002,1423.874498,21,0.027787,16
1946,0.38123,1101.655472,43,0.031341,28
1856,0.4111,473.534259,13,0.032244,13
6169,0.366711,270.660572,16,0.012577,14
2727,0.380322,41.322405,4,0.014276,4
5894,0.372744,3393.935998,50,0.0273,29
426,0.416937,3844.477425,35,0.043367,22
3546,0.41564,2234.975707,37,0.041971,28
13,0.358441,925.860707,32,0.017753,23
86,0.424726,11015.747478,75,0.05985,35
5572,0.428394,20604.915379,130,0.077709,36
5445,0.475423,81489.51797,242,0.210658,40
5418,0.41172,10382.137598,83,0.050713,34
4839,0.368362,122.299636,13,0.014012,13
5536,0.432725,29347.570108,114,0.072458,35
4989,0.398418,838.677684,26,0.031079,20
4624,0.409122,938.614229,21,0.034966,19
3061,0.346199,909.763,26,0.009943,17
4583,0.441925,18543.016561,104,0.094405,38
2022,0.388444,3294.104624,50,0.035041,30
4075,0.407315,18737.935123,133,0.061385,32
1450,0.425167,5808.297717,67,0.06842,36
1953,0.439316,5291.064778,65,0.090633,40
910,0.451711,5862.489557,82,0.130363,40
4974,0.379264,5309.793283,14,0.016999,10
4913,0.404522,1103.113984,26,0.032938,21
869,0.346107,589.253042,9,0.005953,8
6279,0.453808,57594.74239,160,0.119333,40
3148,0.406128,1385.446615,43,0.044703,31
4978,0.429011,6812.177381,74,0.083011,40
6440,0.431073,15022.281785,63,0.059875,31
3449,0.442432,2428.805689,40,0.079164,34
234,0.36471,2015.212073,24,0.013727,18
6517,0.425748,14264.368186,74,0.060083,35
15,0.364832,42.230295,6,0.008757,6
4253,0.451244,48025.729887,130,0.09748,36
5426,0.357541,2569.258012,49,0.019225,26
3968,0.430676,5986.727192,70,0.079227,37
5419,0.386586,564.833534,27,0.023834,25
16,0.456402,6826.669313,76,0.138574,40
3592,0.456689,28863.617372,308,0.226485,40
592,0.435025,3104.055652,77,0.091682,39
5519,0.411203,39795.006514,227,0.105037,38
1825,0.456052,54671.491927,275,0.188766,40
4405,0.384115,5832.129558,90,0.050114,35
5005,0.398782,4343.130914,34,0.032848,26
4248,0.46009,82705.857216,390,0.234119,40
2049,0.466116,31722.455731,301,0.260202,40
1934,0.453463,39143.135956,240,0.170318,40
2639,0.375825,4629.047751,95,0.049411,35
3992,0.448678,25646.864667,298,0.209287,40
2055,0.456689,43792.673978,341,0.231344,40
2720,0.369797,3591.7174,76,0.037871,32
3701,0.461582,133487.976334,440,0.237141,40
5190,0.43572,4020.949544,62,0.092078,37
2788,0.439257,5144.281877,61,0.080887,35
3769,0.374065,11900.409957,51,0.022784,27
2532,0.371602,3037.714636,58,0.034073,34
1652,0.363879,6730.926003,48,0.02021,23
1358,0.417416,8668.860678,150,0.11208,40
1553,0.329691,25.384179,11,0.005696,11
5055,0.45112,36150.552079,225,0.173609,40
3004,0.427359,53221.809777,305,0.175501,40
5873,0.382164,2034.326803,61,0.047096,36
4342,0.352498,1030.660155,23,0.010317,17
4434,0.41969,1789.303729,34,0.046009,24
3239,0.421826,36678.175733,206,0.110937,39
5103,0.346987,725.599625,40,0.018447,25
6269,0.458961,45062.323111,220,0.179537,40
285,0.430195,47727.908842,223,0.129972,40
5105,0.433183,15767.420149,101,0.095752,37
4846,0.449386,23760.425529,200,0.156815,40
17,0.388998,8026.646885,18,0.021322,16
2552,0.399634,7187.015767,78,0.041976,34
112,0.393557,5181.926546,26,0.034734,20
5988,0.344813,633.80628,25,0.010431,19
5260,0.416381,1957.272599,41,0.05092,27
389,0.318808,42.653163,6,0.002037,6
6526,0.429096,925.678291,22,0.055458,20
3258,0.280068,0,1,0.000216,1
3578,0.361828,2409.566002,33,0.018516,22
1931,0.392354,9360.503486,79,0.041812,34
2065,0.3683,962.817777,22,0.019991,16
5867,0.412291,5537.345534,35,0.04388,26
4659,0.347024,181.21519,20,0.010647,17
18,0.350479,153.219081,9,0.007396,9
2692,0.337839,459.196357,25,0.008679,18
1108,0.369484,2096.508472,39,0.018687,26
5680,0.346859,247.297321,11,0.007227,9
2653,0.445988,5731.778717,54,0.10599,40
5807,0.401373,2259.023453,53,0.050989,31
690,0.394149,3541.808548,32,0.034759,23
19,0.364913,192.276097,11,0.015554,11
4120,0.382879,1867.449519,22,0.023628,17
2115,0.377059,1037.332637,29,0.019828,21
4600,0.397354,592.436731,19,0.038834,18
214,0.445745,12648.825689,84,0.087273,36
1707,0.366076,1930.786914,38,0.01733,23
1781,0.386244,2426.987428,18,0.020521,13
153,0.286778,0,1,0.000317,1
225,0.402063,7149.742207,19,0.038146,17
21,0.430733,324.468157,24,0.065487,23
3868,0.391721,1368.100312,25,0.023159,20
3276,0.428843,5605.177483,53,0.056246,31
726,0.403724,6993.015745,77,0.045531,31
1983,0.469896,48200.530558,246,0.210208,40
131,0.4298,12932.893026,76,0.061814,32
22,0.3585,8.650646,5,0.010003,5
1719,0.460511,103065.955984,434,0.23882,40
1386,0.450623,41237.134591,199,0.139822,40
2436,0.433815,8904.933462,54,0.072001,33
1070,0.365096,333.656106,14,0.012397,13
6469,0.40633,1990.286289,28,0.029716,23
4200,0.335434,99.624143,9,0.004833,8
6337,0.432325,2477.506547,33,0.063739,26
204,0.417017,22374.485328,119,0.058071,35
1705,0.394482,12262.924981,49,0.031604,27
2230,0.408484,1126.999794,33,0.036336,27
100,0.359484,3277.821138,46,0.01851,26
4799,0.421066,16378.954281,77,0.049828,31
2470,0.468752,48902.526643,229,0.198248,40
5291,0.390157,6876.760405,29,0.026797,20
23,0.402459,1385.660829,43,0.047789,34
695,0.384588,875.264194,26,0.018989,22
241,0.434563,17079.035919,124,0.099311,40
2681,0.402954,459.349386,21,0.038252,20
3259,0.399098,21027.825293,159,0.075536,37
74,0.360751,1854.017112,60,0.030351,35
3034,0.434765,26886.930736,183,0.133288,40
2606,0.411617,12700.044717,162,0.100827,40
2885,0.398782,9551.141324,60,0.041192,32
2157,0.385607,1572.393672,99,0.063752,40
2301,0.342899,3429.30977,43,0.020238,32
4454,0.423599,18170.721425,224,0.139904,40
5767,0.403575,1603.021139,48,0.04586,35
5397,0.370992,3940.512539,96,0.051488,40
1430,0.363859,1198.526998,78,0.044939,38
2460,0.38163,2137.882729,87,0.056078,40
3935,0.459315,246600.626395,686,0.324582,40
4417,0.377776,1575.672497,27,0.018224,21
6140,0.4111,9282.132973,84,0.052083,37
2468,0.375351,13252.469767,143,0.065691,37
3677,0.417735,8793.82159,63,0.045983,32
4413,0.381541,912.913601,32,0.027982,26
2365,0.402706,4806.920757,98,0.071542,40
5828,0.430648,21717.410221,182,0.112834,38
1780,0.377689,585.010459,50,0.037937,35
24,0.328963,287.025728,9,0.003728,8
2584,0.40762,144635.981127,203,0.070091,32
5217,0.424423,23363.276912,112,0.066118,32
1156,0.422234,68553.519795,185,0.091979,35
3588,0.375609,8925.935894,59,0.024459,29
3170,0.389576,8727.056791,28,0.021027,16
1837,0.373552,8390.292308,67,0.029497,30
5161,0.30412,3.01873,3,0.00083,3
5936,0.341006,1696.79914,41,0.012371,23
25,0.431812,515.181549,34,0.067511,32
192,0.413697,10439.721101,66,0.050484,32
420,0.475044,116692.470813,344,0.219447,40
92,0.420904,31978.861346,292,0.155884,40
4163,0.383709,9267.822743,96,0.052351,35
4179,0.367597,3893.885765,83,0.041984,35
4854,0.430223,6997.054149,54,0.065835,31
5684,0.38163,6001.615043,82,0.043326,33
1504,0.4215,679.210081,31,0.057198,28
431,0.424478,36948.537375,247,0.137979,40
818,0.441895,15793.771262,118,0.125174,40
4009,0.433069,8077.24279,88,0.093625,37
26,0.323262,23.370454,7,0.003218,7
1670,0.425831,28206.200045,237,0.152029,40
6315,0.432154,3198.590398,29,0.072647,25
3296,0.379726,1514.100108,10,0.014713,8
2770,0.396248,4201.771952,67,0.043733,35
1802,0.409506,4038.172063,88,0.065153,37
1527,0.362028,3565.946354,41,0.020958,25
27,0.37137,265.229188,15,0.017111,15
6325,0.366445,4254.882129,48,0.021117,27
2773,0.353239,2607.25202,61,0.024498,27
4261,0.442253,8527.713277,55,0.085242,35
892,0.411307,6337.781638,29,0.040118,23
118,0.44877,12088.254949,72,0.090485,37
3316,0.421066,8805.416395,80,0.068505,35
6476,0.341736,241.1067,18,0.009294,15
3017,0.387479,1610.898679,27,0.024357,18
28,0.328303,53.438662,9,0.003443,9
5487,0.403053,2607.590975,45,0.039141,31
3642,0.391838,4476.996616,31,0.027829,22
6329,0.364669,8470.893649,70,0.029235,30
1032,0.403103,7895.714366,92,0.054952,35
4835,0.359228,1983.709122,43,0.022885,26
1877,0.375093,4846.996258,21,0.015889,17
3188,0.443511,11745.058172,101,0.106378,40
5601,0.376387,1809.041782,29,0.02124,22
205,0.306153,0,1,0.000644,1
2244,0.44121,9285.441499,39,0.089826,33
30,0.376365,294.994342,13,0.016815,12
2608,0.41025,2884.454188,66,0.05621,36
1667,0.428086,6377.188376,51,0.065802,35
2352,0.41514,24444.952166,50,0.055054,30
4783,0.372553,1794.941135,28,0.019328,21
3867,0.356412,273.077114,10,0.014686,9
3305,0.422152,2858.404922,38,0.069812,30
3695,0.382588,232.38205,16,0.026809,15
1356,0.418617,6143.862526,38,0.055185,29
1972,0.437847,29660.242059,181,0.116201,40
3391,0.360275,7789.35852,39,0.019287,22
590,0.450778,18730.179263,100,0.135132,40
2682,0.439758,7012.043688,79,0.089963,37
5677,0.432069,12729.548902,72,0.067757,36
1000,0.360513,1564.027764,43,0.027716,31
3927,0.457071,37494.950846,208,0.141022,40
3679,0.371076,1555.458153,62,0.037473,33
5230,0.429377,9409.433977,134,0.108094,38
1824,0.472746,137078.910747,566,0.324697,40
3385,0.404322,1935.470152,42,0.040328,29
2096,0.446932,9004.128564,109,0.116789,40
5062,0.407138,393.301257,28,0.037636,26
6423,0.374385,2732.882237,50,0.026584,27
2984,0.425084,4018.517326,60,0.078393,35
4457,0.41926,4216.663851,53,0.052625,32
2102,0.409916,4866.441585,42,0.041071,27
4034,0.381341,8752.867383,73,0.035367,32
4584,0.411177,4526.530255,75,0.055966,37
2414,0.371265,805.276746,22,0.017625,19
3761,0.427053,9260.310053,80,0.074777,37
3536,0.402459,2040.499366,39,0.041168,28
2404,0.434074,6508.885731,114,0.106454,40
169,0.396128,4101.305656,51,0.043343,34
668,0.329409,16.685559,8,0.004363,8
871,0.431584,27420.300735,225,0.15728,40
988,0.374236,2513.863004,58,0.032572,32
4333,0.386678,2364.926241,24,0.01914,17
1058,0.354732,1188.973492,48,0.021935,25
6197,0.395124,4269.04424,44,0.029613,27
744,0.348205,60.246336,19,0.015943,18
1446,0.432754,12393.421244,93,0.075168,35
528,0.335967,22.816271,12,0.007165,12
964,0.429405,26543.10988,133,0.087699,38
4697,0.363072,5666.43337,75,0.032249,30
6538,0.462331,25756.490183,161,0.167414,40
2234,0.436155,21136.039833,136,0.09426,38
4737,0.34878,1100.548733,42,0.017563,25
760,0.43011,7440.812051,56,0.066992,36
1610,0.447359,22691.802336,165,0.131848,40
4896,0.407924,3030.743517,45,0.041341,30
2495,0.422043,2552.144535,45,0.059254,33
3013,0.434939,13523.552666,134,0.106565,40
2917,0.434852,18482.682313,196,0.134722,40
5414,0.432297,5456.519409,72,0.084495,38
32,0.335726,162.574661,6,0.004779,6
1665,0.385857,18652.038833,117,0.043706,32
1724,0.391206,1070.237549,20,0.025117,19
3365,0.370006,13912.990652,130,0.042597,32
2475,0.337178,13905.34719,20,0.007532,14
33,0.422561,1053.920659,29,0.049271,25
4064,0.416407,26534.101003,114,0.055634,32
1242,0.388905,1986.456393,43,0.035595,32
591,0.387021,1876.554044,38,0.02725,27
3427,0.426552,2099.657223,29,0.058644,26
411,0.444777,9768.995397,51,0.078054,32
3680,0.435286,14131.136532,78,0.075012,34
1334,0.380543,590.350462,13,0.016159,10
2149,0.394197,952.314842,25,0.039353,22
3792,0.452835,10734.569592,95,0.138612,40
1660,0.411023,130.673973,15,0.034283,15
4363,0.38826,1351.524426,63,0.043569,30
3986,0.385676,494.313381,16,0.017416,14
763,0.448094,25327.83879,80,0.100668,38
5042,0.419072,1361.172937,38,0.050951,28
369,0.462822,30361.96939,186,0.193284,40
34,0.337839,242.595996,15,0.006663,13
3888,0.341896,856.885886,25,0.008562,17
5252,0.37933,2535.893728,47,0.026213,29
5407,0.370697,620.200351,21,0.01451,15
5314,0.430195,1838.882109,35,0.066407,28
1915,0.37682,305.65175,13,0.01568,13
5206,0.429574,70643.736544,178,0.069212,35
4506,0.422125,14081.969639,113,0.084828,40
4458,0.418643,2035.668546,31,0.059572,25
